timestamp,open,high,low,close,volume,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,ema_50,rsi,rsi_fast,rsi_slow,stoch_k,stoch_d,williams_r,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,bb_width,bb_percent,obv,volume_sma,vwap,atr,kc_upper,kc_lower,adx,cci,returns,log_returns,hl_ratio,oc_ratio,price_range,rolling_mean_5,rolling_std_5,rolling_min_5,rolling_max_5,price_position_5,rolling_mean_10,rolling_std_10,rolling_min_10,rolling_max_10,price_position_10,rolling_mean_20,rolling_std_20,rolling_min_20,rolling_max_20,price_position_20,volatility_5,volatility_10,volatility_20,volatility_ratio,volume_ratio,price_volume,hour,minute,day_of_week,day_of_month,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,asian_session,london_session,ny_session
2025-06-19 23:30:00,2522.36,2523.15,2519.72,2522.39,628.7606,2522.442,2524.1009999999997,2524.384,2522.4832,2522.346913580247,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,628.7606,701.95311,2525.608958447725,0.0,2525.183333333334,2518.3233333333333,0.0,-91.96447230928875,-0.00036473344724652357,-0.0003647999786682754,1.0013612623624848,0.9999881065180247,0.0013598214391907244,2522.442,1.0918653763171253,2521.47,2524.25,0.08273381294964087,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0007009149868491285,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,1585979.4498339999,23,30,3,19,6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
2025-06-19 23:35:00,2522.38,2522.5,2519.8,2521.47,401.4976,2522.442,2524.1009999999997,2524.384,2522.4832,2522.346913580247,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,227.26299999999998,701.95311,2525.608958447725,0.0,2524.57,2518.44,0.0,-91.96447230928875,-0.00036473344724652357,-0.0003647999786682754,1.0010715136121913,1.0003609005857694,0.001070803935799283,2522.442,1.0918653763171253,2521.47,2524.25,0.08273381294964087,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0007009149868491285,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,1012364.1534719999,23,35,3,19,6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
2025-06-19 23:40:00,2521.46,2525.56,2520.49,2524.25,1122.5784,2522.442,2524.1009999999997,2524.384,2522.4832,2522.346913580247,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,1349.8414,701.95311,2525.608958447725,0.0,2525.8811111111113,2518.4144444444446,0.0,-91.96447230928875,0.0011025314598231972,0.0011019241183809543,1.0020115136342538,0.9988947212043181,0.0020085173814004807,2522.442,1.0918653763171253,2521.47,2524.25,0.08273381294964087,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0007009149868491285,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,2833668.5262,23,40,3,19,6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
2025-06-19 23:45:00,2524.24,2524.73,2521.69,2522.4,319.4385,2522.442,2524.1009999999997,2524.384,2522.4832,2522.346913580247,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,1030.4029,701.95311,2525.608958447725,0.0,2525.9058333333332,2518.7858333333334,0.0,-91.96447230928875,-0.0007328909577101195,-0.0007331596535792692,1.0012055407286382,1.000729464002537,0.0012052013954963383,2522.442,1.0918653763171253,2521.47,2524.25,0.08273381294964087,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0007009149868491285,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,805751.6723999999,23,45,3,19,6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
2025-06-19 23:50:00,2522.41,2523.1,2520.86,2521.7,276.158,2522.442,2524.1009999999997,2524.384,2522.4832,2522.346913580247,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,754.2449,701.95311,2525.608958447725,0.0,2525.55,2518.958,0.0,-91.96447230928875,-0.00027751347922622127,-0.0002775519932173967,1.000888585641408,1.0002815560931118,0.0008882896458737287,2522.442,1.0918653763171253,2521.47,2524.25,0.08273381294964087,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0007009149868491285,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,696387.6285999999,23,50,3,19,6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
2025-06-19 23:55:00,2521.71,2522.3,2520.8,2521.12,251.3115,2522.188,2524.1009999999997,2524.384,2522.4832,2521.9379423868313,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,502.9334,701.95311,2525.608958447725,0.0,2525.1094444444448,2519.116111111111,0.0,-91.96447230928875,-0.00023000356902092012,-0.00023003002389835654,1.0005950491907332,1.0002340229739164,0.0005949736624992067,2522.188,1.2440940478919649,2521.12,2524.25,0.0,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0007009149868491285,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,633586.4488799999,23,55,3,19,6,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,0
2025-06-20 00:00:00,2521.13,2522.44,2520.21,2521.49,336.9628,2522.192,2524.1009999999997,2524.384,2522.4832,2521.7886282578875,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,41.822337128842506,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,839.8962,701.95311,2525.608958447725,0.0,2524.8952380952383,2519.1209523809525,0.0,-91.96447230928875,0.00014676017008308229,0.0001467494018628719,1.0008848468976792,0.9998572272743498,0.0008843977172227605,2522.192,1.2412372859369791,2521.12,2524.25,0.11821086261976932,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0006899534246011922,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,849648.330572,0,0,4,20,6,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1,0,0
2025-06-20 00:05:00,2521.49,2531.49,2521.49,2530.85,2520.0868,2523.5119999999997,2524.1009999999997,2524.384,2522.4832,2524.8090855052583,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,83.09523615332793,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,3359.983,701.95311,2525.608958447725,0.0,2526.52625,2518.97375,0.0,-91.96447230928875,0.0037120908669081576,0.003705218060675918,1.003965909045842,0.9963016377896754,0.003951241677697216,2523.5119999999997,4.128446439037422,2521.12,2530.85,1.0,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.001809485624366739,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,6377961.67778,0,5,4,20,6,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1,0,0
2025-06-20 00:10:00,2530.85,2530.91,2526.7,2528.14,2163.4058,2524.66,2524.1009999999997,2524.384,2522.4832,2525.919390336839,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,67.03205760621475,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,1196.5772000000002,701.95311,2525.608958447725,0.0,2527.2225925925927,2519.573703703704,0.0,-91.96447230928875,-0.001070786494655973,-0.0010713601960922736,1.0016662049313334,1.0010719343074355,0.0016652558798167967,2524.66,4.521299591931714,2521.12,2530.85,0.7214799588900276,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.0018733310483734365,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,5469392.739212,0,10,4,20,6,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1,0,0
2025-06-20 00:15:00,2528.14,2528.53,2525.64,2527.2,658.3273,2525.7599999999998,2524.1009999999997,2524.384,2522.4832,2526.3462602245595,2524.9604688529234,2524.311570534714,2521.4811351300373,48.475910996526096,62.16873849063755,47.750968187033,27.952421410368935,55.72554418751164,-72.04757858963107,-0.713921012499668,0.31929390726654205,0.11386040716470702,2530.0083271597587,2524.384,2518.7596728402414,0.44559996892379683,0.16982717269959485,538.2499000000001,701.95311,2525.608958447725,0.0,2527.5016666666666,2520.0396666666666,0.0,-91.96447230928875,-0.00037181485202564257,-0.00037188399230652264,1.001144264424067,1.000371953149731,0.001143558088002662,2525.7599999999998,4.283940942637188,2521.12,2530.85,0.6248715313463429,2524.1009999999997,3.4270183023211933,2521.12,2530.85,0.6248715313463429,2524.384,2.8852189554784755,2520.67,2530.85,0.0,0.001883013168715412,0.0014487716983879039,0.0012058328798626129,0.6790096607339657,1.9002935965338195,1663724.75256,0,15,4,20,6,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1,0,0
